mean_test_score	mean_train_score	param_max_depth	param_min_samples_leaf	std_test_score	std_train_score
0.6615135453474676	0.9626262626262626	10	1	0.0030672359623085364	0.0004970964566926592
0.651060070671378	0.9533459595959597	10	3	0.006256928551494639	0.0022320289810181535
0.6500294464075382	0.9420454545454545	10	5	0.00382236601464874	0.0034819652103882655
0.644434628975265	0.9355429292929293	10	7	0.00545752443841303	0.001052609343467998
0.6438457008244994	0.9201388888888888	10	9	0.001986268781394602	0.0013151936020201834
0.6462014134275619	0.9085227272727273	10	11	0.00415914219429491	0.0014751668491853659
0.6428150765606596	0.9003787878787879	10	13	0.0018506780167810107	0.003749808688110471
0.6606301531213192	0.9960858585858586	13	1	0.0031509032036267444	0.0007935483011349024
0.6595995288574794	0.9940656565656566	13	3	0.004706821956167763	0.0003891675506924981
0.6556242638398115	0.9871843434343436	13	5	0.0059515261871047435	0.000762818558939065
0.6512073027090695	0.97885101010101	13	7	0.002173854985311128	0.0018055997027872292
0.6507656065959952	0.9691287878787879	13	9	0.0009075992348305388	0.0021259416970306534
0.6491460541813898	0.9573863636363636	13	11	0.004692985114990928	0.0013744659758255673
0.6523851590106007	0.9440656565656566	13	13	0.0016526755241934488	0.0012011551509116703
0.6637220259128387	0.9997474747474747	16	1	0.00783794561496241	0.00023621574411452915
0.6607773851590106	0.9994318181818181	16	3	0.007530454565691651	0.00040913767035400214
0.6540047114252061	0.9972853535353536	16	5	0.0033509442511016263	0.00035712463696289194
0.6593050647820966	0.992929292929293	16	7	0.010827312314988347	0.00047243148822901873
0.6563604240282686	0.9847853535353536	16	9	0.0028167147334671855	0.0008928115924072823
0.6563604240282686	0.9738636363636365	16	11	0.001300318148752637	0.0014751668491853659
0.6497349823321554	0.9593434343434343	16	13	0.0006246526335570252	0.0014031635587684818
0.6621024734982333	1.0	19	1	0.004431659877294565	0.0
0.6559187279151943	0.9998737373737373	19	3	0.006318982253791206	0.00017856231848144602
0.6538574793875147	0.9986742424242424	19	5	0.00777128575995092	0.0005356869554443381
0.6576855123674912	0.9943181818181818	19	7	0.002600636297505274	0.0010713739108887284
0.65650765606596	0.9863636363636363	19	9	0.004896433789256775	0.000860996319254156
0.6531213191990577	0.977209595959596	19	11	0.002454848645543755	0.000543076090091037
0.6476737338044759	0.9645833333333332	19	13	0.002401281865474065	0.0008609963192541478
0.6607773851590106	1.0	22	1	0.01002043552837073	0.0
0.658716136631331	1.0	22	3	0.004053562985258039	0.0
0.6559187279151943	0.9988005050505051	22	5	0.004327720393609886	0.0003891675506924981
0.6588633686690224	0.9962752525252525	22	7	0.006807790354356247	0.001386016313137658
0.6545936395759717	0.9883838383838383	22	9	0.005238647489592807	0.001315193602020208
0.65650765606596	0.9773358585858586	22	11	0.002203567365591265	0.0003219077975752851
0.6489988221436984	0.964520202020202	22	13	0.002173854985311128	0.0015489702205031925
0.664605418138987	1.0	25	1	0.008582503911536922	0.0
0.666077738515901	1.0	25	3	0.005312608525520809	0.0
0.6557714958775029	0.9990530303030303	25	5	0.002558620023112911	0.0004091376703540364
0.6509128386336867	0.995770202020202	25	7	0.008258129365359348	0.001097105252334782
0.6548881036513545	0.9887626262626262	25	9	0.0018151984696610777	0.0012403335040649384
0.6484098939929329	0.9766414141414143	25	11	0.003123263167785074	0.000714249273925784
0.6478209658421673	0.9638888888888889	25	13	0.005461494991457999	0.0006249681146851059
0.6615135453474676	1.0	28	1	0.0035580229604224027	0.0
0.6551825677267373	1.0	28	3	0.011519907327454974	0.0
0.6545936395759717	0.999179292929293	28	5	0.0015720079876371301	0.00035712463696289194
