mean_test_score	mean_train_score	param_max_depth	param_min_samples_leaf	std_test_score	std_train_score	tp_tests_mean	tp_trains_mean	fp_tests_mean	fp_trains_mean	tp_tests_split_0	tp_tests_split_1	tp_tests_split_2	tp_trains_split_0	tp_trains_split_1	tp_trains_split_2	fp_tests_split_0	fp_tests_split_1	fp_tests_split_2	fp_trains_split_0	fp_trains_split_1	fp_trains_split_2
0.30771495877502947	0.9810606060606061	12	1	0.005413656157494173	0.0024548260221241495	0.6790341578327443	0.993939393939394	0.37131919905771493	0.012878787878787878	0.7014134275618374	0.6625441696113075	0.6731448763250883	0.9928030303030303	0.9943181818181818	0.9946969696969697	0.3869257950530035	0.3551236749116608	0.37190812720848054	0.014015151515151515	0.009848484848484848	0.014772727272727272
0.31625441696113077	0.9771464646464646	12	2	0.0040159545633056196	0.002518931482734793	0.6793286219081272	0.9917929292929294	0.36307420494699655	0.014646464646464649	0.6890459363957597	0.6704946996466431	0.6784452296819788	0.9912878787878788	0.9901515151515151	0.9939393939393939	0.37809187279151946	0.3498233215547703	0.36130742049469966	0.01628787878787879	0.014393939393939395	0.013257575757575758
0.30153121319199055	0.9720959595959596	12	3	0.007116045920844853	0.0024023103018233176	0.667550058892815	0.9907828282828284	0.36601884570082444	0.01868686868686869	0.6872791519434629	0.6537102473498233	0.661660777385159	0.990909090909091	0.9916666666666667	0.9897727272727272	0.3957597173144876	0.3462897526501767	0.35600706713780916	0.021212121212121213	0.01628787878787879	0.018560606060606062
0.30859835100117783	0.9643939393939395	12	4	0.011859264172910658	0.004384786705602363	0.6640164899882215	0.9893939393939394	0.3554181389870436	0.024999999999999998	0.6731448763250883	0.657243816254417	0.661660777385159	0.9878787878787879	0.9878787878787879	0.9924242424242424	0.3754416961130742	0.3542402826855124	0.3365724381625442	0.027651515151515153	0.02537878787878788	0.02196969696969697
0.30212014134275617	0.9583333333333334	12	5	0.014425734645366195	0.005669177858748363	0.671967020023557	0.988510101010101	0.36984687868080096	0.030176767676767677	0.6802120141342756	0.6643109540636042	0.6713780918727915	0.9882575757575758	0.9871212121212121	0.9901515151515151	0.3957597173144876	0.3621908127208481	0.35159010600706714	0.03598484848484849	0.030303030303030304	0.024242424242424242
0.3138987043580683	0.9454545454545454	12	6	0.0035580229604224244	0.0038628935709036608	0.6654888103651354	0.9816919191919192	0.35159010600706714	0.036237373737373735	0.6775618374558304	0.6678445229681979	0.651060070671378	0.9795454545454545	0.9840909090909091	0.981439393939394	0.3666077738515901	0.3489399293286219	0.3392226148409894	0.03939393939393939	0.037121212121212124	0.032196969696969696
0.29475853945818603	0.9400252525252526	12	7	0.012541542661393902	0.0023621574411451826	0.6540047114252061	0.9781565656565657	0.3592461719670201	0.038131313131313134	0.6528268551236749	0.6554770318021201	0.6537102473498233	0.9765151515151516	0.9803030303030303	0.9776515151515152	0.3754416961130742	0.3551236749116608	0.3471731448763251	0.03901515151515152	0.037121212121212124	0.038257575757575754
0.3212603062426384	0.9991161616161616	15	1	0.01603680660093065	0.0007783351013849963	0.6816843345111896	1.0	0.3604240282685513	0.0008838383838383839	0.6846289752650176	0.6757950530035336	0.6846289752650176	1.0	1.0	1.0	0.38604240282685515	0.34363957597173145	0.35159010600706714	0.001893939393939394	0.0	0.0007575757575757576
0.3212603062426384	0.9986111111111112	15	2	0.015955497272254492	0.000944862976458087	0.6834511189634864	0.9997474747474747	0.36219081272084813	0.0011363636363636363	0.6872791519434629	0.6872791519434629	0.6757950530035336	0.9996212121212121	1.0	0.9996212121212121	0.3842756183745583	0.3454063604240283	0.3568904593639576	0.0022727272727272726	0.0003787878787878788	0.0007575757575757576
0.3206713780918728	0.9984848484848485	15	3	0.015266762540418977	0.0016070608663330665	0.6710836277974087	0.9994949494949495	0.3504122497055359	0.0010101010101010099	0.6722614840989399	0.6704946996466431	0.6704946996466431	0.9984848484848485	1.0	1.0	0.37279151943462896	0.33568904593639576	0.34275618374558303	0.0022727272727272726	0.0003787878787878788	0.0003787878787878788
0.3194935217903416	0.9953282828282829	15	4	0.010106597350842428	0.0021052186869359806	0.6790341578327443	0.9993686868686869	0.3595406360424029	0.00404040404040404	0.6793286219081273	0.6863957597173145	0.6713780918727915	0.9988636363636364	0.9992424242424243	1.0	0.37190812720848054	0.3542402826855124	0.35247349823321555	0.006439393939393939	0.0030303030303030303	0.0026515151515151517
0.3041813898704358	0.991540404040404	15	5	0.004637224896355608	0.001889725952916154	0.6654888103651355	0.9974747474747474	0.3613074204946997	0.005934343434343434	0.6713780918727915	0.6634275618374559	0.661660777385159	0.9962121212121212	0.9977272727272727	0.9984848484848485	0.3736749116607774	0.3551236749116608	0.3551236749116608	0.007196969696969697	0.005681818181818182	0.004924242424242424
