mean_test_score	mean_train_score	param_max_depth	param_min_samples_leaf	std_test_score	std_train_score	tp_tests_mean	tp_trains_mean	fp_tests_mean	fp_trains_mean	tp_tests_split_0	tp_tests_split_1	tp_tests_split_2	tp_trains_split_0	tp_trains_split_1	tp_trains_split_2	fp_tests_split_0	fp_tests_split_1	fp_tests_split_2	fp_trains_split_0	fp_trains_split_1	fp_trains_split_2
0.20309875941275254	0.205613986208818	1	1	0.012806880093794722	0.007642113246747492	0.6104881087816241	0.6107821968377795	0.40738934936887156	0.4051682106289615	0.6070209653827401	0.6089712335446124	0.6154721274175199	0.6130807271714146	0.6109215017064846	0.6083443616354391	0.38810336421257924	0.4214204453112303	0.41264423858280513	0.3968795709410044	0.41248171623598245	0.4061433447098976
0.19979413836069126	0.2059622483805809	1	5	0.0024552292526409335	0.009555508454880254	0.6068042689203098	0.6054886118269834	0.4070101305596186	0.3995263634464024	0.6096213229319032	0.6128717698683569	0.5979197139606696	0.6120359406561259	0.6203942327784356	0.5840356620463886	0.40825613521859255	0.4165447749065497	0.3962294815537136	0.41032249077105243	0.4011980218708644	0.3870585776972905
0.1994690936670459	0.20306006361589002	1	10	0.0051056050288025845	0.011041808850944487	0.6050706972208678	0.6031668640152307	0.40560160355382197	0.4001068003993406	0.6153096050706972	0.6057207866081586	0.5941816999837478	0.6154489099394024	0.6105035871003691	0.5835480950059204	0.4118316268486917	0.4030554201202665	0.4019177636925077	0.41673051473148987	0.39228251027373406	0.39130737619279793
0.20239449590985428	0.20192240718813123	1	15	0.012004915567392149	0.001805597464207816	0.6158513462267728	0.6125699426528292	0.41345685031691853	0.41064753546469784	0.6247359011864131	0.6105964570128393	0.6122216804810662	0.6216479765967821	0.6137772515149404	0.6022845998467646	0.40971883633999673	0.4243458475540387	0.4063058670567203	0.41805391098418887	0.4110190151145783	0.4028696802953263
0.19768134785199631	0.20788929906433562	1	20	0.0026814819157624193	0.007845377901064954	0.6107048052440543	0.6133361194307074	0.4130234573920581	0.40544682036637175	0.6053957419145133	0.6195351860880871	0.6071834877295628	0.6052796545239256	0.6288221773350978	0.6059065264330988	0.40581830001625224	0.4256460263286202	0.4076060458313018	0.4062826495786028	0.41074040537716794	0.3993174061433447
0.19919822308900806	0.20638016298669637	1	25	0.012191944596522925	0.001563693273012777	0.6061541795330191	0.6050242622646328	0.40695595644401106	0.3986440992779365	0.6058833089549813	0.5985698033479604	0.6140094262961158	0.6073692275545031	0.6061154837361565	0.6015880755032388	0.3937916463513733	0.4157321631724362	0.41134405980822364	0.3988994915372292	0.4001532353555757	0.3968795709410044
0.20374884880004338	0.2077964291518655	1	30	0.01779221799180743	0.008167339894322783	0.6146053415677989	0.6131735970838847	0.4108564927677556	0.4053771679320192	0.6281488704696896	0.6011701608971234	0.6144969933365838	0.6262450372640523	0.6049313923521628	0.6083443616354391	0.4030554201202665	0.4196326994961807	0.40988135868681946	0.40746674096259666	0.40572543010378215	0.4029393327296789
0.2000108348231215	0.20213136449118896	1	35	0.00961434121089076	0.0023191924829551137	0.6135760333712552	0.6127556824777692	0.4135651985481337	0.4106243179865803	0.6144969933365838	0.6071834877295628	0.6190476190476191	0.6135682942118827	0.613846903949293	0.6108518492721321	0.4035429871607346	0.4196326994961807	0.41751990898748575	0.40816326530612246	0.4135265027512712	0.4101831859023473
0.20374884880004335	0.20772677671751297	1	40	0.0037914140976049917	0.004954742561976096	0.6053415677989057	0.6062780060829792	0.40159271899886234	0.3985512293654663	0.6120591581342435	0.6011701608971234	0.6027953843653502	0.617190220798217	0.6077174897262659	0.593926307724455	0.4050056882821388	0.40273037542662116	0.3970420932878271	0.4098349237305844	0.39374521139513824	0.3920735529706763
0.2678910016793976	0.31278586519932206	5	1	0.006370009887789659	0.002744773366047962	0.6825396825396824	0.7049290706043511	0.41464868086028495	0.3921432054050289	0.6814562002275313	0.6773931415569641	0.6887697058345522	0.7105941352650275	0.6976387824754475	0.7065542940725779	0.40581830001625224	0.4173573866406631	0.4207703559239395	0.39409347356690116	0.3857351814445915	0.39660096120359406
