mean_test_score	mean_train_score	param_max_depth	param_min_samples_leaf	std_test_score	std_train_score
0.7110623544070643	0.9991409533096515	20	1	0.0012973541378002976	0.00021342407084639842
0.7080556909908445	0.9980961667943627	20	2	0.0022766023500135945	0.00040447752293154473
0.7103039167885584	0.996517378282371	20	3	0.004293789960547044	0.00044326537791176046
0.7110081802914567	0.9944858489470874	20	4	0.002687221805132656	0.0003145090010481261
0.7093829568232298	0.9901557892781686	20	5	0.0021706858995232075	0.00023159361685657723
0.7111707026382794	0.9998258689141185	22	1	0.0018605476744216372	2.8435487251066634e-05
0.7106831355978114	0.9994659980032968	22	2	0.002222789776144816	0.0001183863739776978
0.7093829568232298	0.9988042998769474	22	3	0.0031822393819169745	0.00017374369700142461
0.7123083590660383	0.997306772538367	22	4	0.003354642163888462	0.00032711111429049216
0.7099788720949131	0.9947064149892039	22	5	0.004977979273713186	0.0002955102519411562
0.7122812720082344	0.9999651737828237	24	1	0.004729620583068921	2.8435487251066634e-05
0.7102768297307547	0.9998258689141185	24	2	0.004512414415289842	7.523322767533852e-05
0.7110352673492605	0.9994892154814145	24	3	0.0036935862757561003	7.156107361062576e-05
0.7096538274012677	0.9985024726614196	24	4	0.002544742224726813	0.00024295290957320137
0.7087328674359391	0.9966915093682523	24	5	0.003185695959258712	0.00024295290957320137
0.7139606695920689	0.9999883912609412	26	1	0.0050255070278947935	1.641723621896766e-05
0.7125521425862723	0.9999651737828237	26	2	0.0036002358120575165	2.8435487251066634e-05
0.7107914838290265	0.999802651436001	26	3	0.0035501616944295243	6.56689448758183e-05
0.7092204344764071	0.9990132571800051	26	4	0.0020879887686875522	0.00011492065353263531
0.7085974321469202	0.9970629890181328	26	5	0.002934417371244552	0.00018933280432660265
0.7120645755458043	1.0	28	1	0.003914806168295053	0.0
0.7124167072972534	1.0	28	2	0.003251124042374328	0.0
0.7123083590660383	0.9998606951312948	28	3	0.002232670354298152	4.925170865690298e-05
0.712335446123842	0.9992918669174155	28	4	0.0015517834755297978	7.156107361066779e-05
0.7116853567365513	0.9974809036242483	28	5	0.0007021767916363672	0.0001666167501846707
0.710737309713419	1.0	30	1	0.0026292590925553407	0.0
0.712470881412861	1.0	30	2	0.003394430943782564	0.0
0.7111707026382794	0.9998258689141185	30	3	0.003648818723730352	4.925170865685064e-05
0.7100872203261281	0.9991873882658866	30	4	0.00369795386116076	8.687184850069252e-05
0.7125521425862723	0.9978059483178937	30	5	0.0022326703542981338	0.00012394741533783223
0.7123625331816458	1.0	32	1	0.004184402517433803	0.0
0.71160409556314	1.0	32	2	0.005110201568134465	0.0
0.7110623544070643	0.9999187388265885	32	3	0.0038604521916290216	3.283447243788299e-05
0.7123083590660383	0.9993731280908268	32	4	0.0023980844009850164	0.00010252560732659873
0.7104393520775774	0.9978988182303637	32	5	0.002859449205351713	0.0002580171202304607
0.7085432580313127	1.0	34	1	0.0060789779081388395	0.0
0.7137168860718349	1.0	34	2	0.0033491698393355207	0.0
0.7109269191180454	0.9999187388265885	34	3	0.0027774472590299765	7.15610736106738e-05
0.711847879083374	0.9992918669174155	34	4	0.004399124990662956	0.00014026892774251818
0.7102497426729508	0.9978059483178937	34	5	0.003211158992691031	0.00015832209255631018
0.7094371309388374	1.0	36	1	0.0020625331622300003	0.0
0.7129313613955253	1.0	36	2	0.002961545847249968	0.0
0.7116853567365513	0.9999303475656474	36	3	0.0030628743761621064	2.8435487251066634e-05
0.711224876753887	0.999407954308003	36	4	0.00310238468483599	7.523322767533852e-05
0.7093829568232298	0.9978756007522462	36	5	0.0024934810060924465	0.00017061292350653576
0.7089495638983694	1.0	38	1	0.002968968899700891	0.0
0.7111165285226718	1.0	38	2	0.002734854016678807	0.0
0.711847879083374	0.9998839126094125	38	3	0.0034482579949508207	1.641723621896766e-05
0.7117937049677664	0.9994195630470618	38	4	0.0030291518628190674	0.00011492065353266894
0.7088412156671542	0.9980149056209515	38	5	0.0019378134917947792	5.687097450217859e-05
0.7105747873665963	1.0	40	1	0.0013985947931551984	0.0
0.7120645755458043	1.0	40	2	0.004148478188217506	0.0
0.712335446123842	0.9998606951312948	40	3	0.0027364632277722643	2.8435487251111957e-05
0.711712443794355	0.9992918669174155	40	4	0.003516730563327923	7.156107361066779e-05
0.7116853567365513	0.9978639920131877	40	5	0.0031930574848673212	0.00031322090416364674
