mean_test_score	mean_train_score	param_max_depth	param_min_samples_leaf	std_test_score	std_train_score
0.6537402752842609	0.9524395875019239	10	1	0.008137078698639607	0.0055124420577962584
0.6499102333931778	0.9388948745574881	10	3	0.0042586347994391675	0.006342434285989358
0.6446439257929384	0.9290441742342619	10	5	0.00793384245083261	0.004322488793766476
0.6447636146020347	0.9166794930993792	10	7	0.006505172108534365	0.0076032946696006866
0.6439257929383603	0.9050843979272485	10	9	0.007933842450832548	0.00865349900664227
0.642489527229204	0.8931814683700169	10	11	0.0069953987773560536	0.010837781586753241
0.6392579293836026	0.8836899081627418	10	13	0.007808261606367524	0.007389450264178892
0.6438061041292639	0.8722487301831615	10	15	0.0023270164087640264	0.00824954034350363
0.6344703770197486	0.8663485711353958	10	17	0.009102646722600402	0.006474693793202026
0.6380610412926392	0.8600379662408292	10	19	0.007480311187073495	0.007371260601072982
0.6512268102932376	0.9934841721820327	13	1	0.004170257663718574	0.0026130689196546025
0.652064631956912	0.9900466882150737	13	3	0.005333879103568475	0.002335397193933822
0.648952722920407	0.9831204145503053	13	5	0.004400903964296892	0.004006448721020908
0.6514661879114303	0.9735262428813298	13	7	0.005376679220877599	0.00446271391472631
0.6465589467384799	0.963008568057052	13	9	0.007835732999800308	0.00693633747839745
0.6502692998204668	0.953568313580627	13	11	0.006717517750042974	0.0053765860166473025
0.6465589467384799	0.9382279000564363	13	13	0.007824756016125044	0.007691069601946947
0.6478755236385398	0.9294033143502128	13	15	0.005821848716703903	0.007583535464327904
0.6417713943746259	0.9193473911035862	13	17	0.002387784242161576	0.009543693414037366
0.6436864153201676	0.9034939202708943	13	19	0.006290213449896287	0.005134163230061792
0.6540993417115499	0.9997434713457493	16	1	0.0052798910832107466	0.00026160892276395827
0.6549371633752245	0.9989225796521471	16	3	0.007115195187409625	0.0001256728614634152
0.6542190305206463	0.9953311784926377	16	5	0.006429862845512029	0.00138430430077801
0.6570915619389587	0.991688471602278	16	7	0.0050779661126502595	0.0024075456788569052
0.6549371633752245	0.9840439177056077	16	9	0.005950833223054957	0.002321832332663205
0.6542190305206463	0.9741932173823816	16	11	0.0050864223485040955	0.0033162716353583245
0.6527827648114901	0.9604945872453953	16	13	0.010667758207136925	0.0036278630197863
0.648952722920407	0.9480786003796625	16	15	0.010588232461805595	0.004103817096264174
0.647277079593058	0.9341747473192754	16	17	0.007337226630278427	0.0048450650527230065
0.6458408138839019	0.9243753527268995	16	19	0.007736379466758763	0.004103817096264174
0.6524236983842011	1.0	19	1	0.004338616148507954	0.0
0.6558946738479952	0.999640859884049	19	3	0.003473038450878984	0.00031626976568511947
0.654458408138839	0.9983582166127957	19	5	0.006010714316931065	0.00026160892276395827
0.6530221424296828	0.9948694269149865	19	7	0.009090047897569153	0.0015202434344085698
0.6531418312387792	0.989431019444872	19	9	0.003554576278855162	0.0024053579949168576
0.6529024536205865	0.9791698732748447	19	11	0.006846367275200537	0.0011403268570567495
0.6501496110113705	0.96603560617721	19	13	0.009351059238599475	0.00509143142170449
0.6526630760023938	0.9534657021189267	19	15	0.006518371659696041	0.003393942929257884
0.6470377019748653	0.940382740752142	19	17	0.007514703603754533	0.004157347407497362
0.6434470377019749	0.9267354163460059	19	19	0.006142730063605687	0.0055680311149264
0.6572112507480551	1.0	22	1	0.003618483891760842	0.0
0.6546977857570317	0.9998973885382997	22	3	0.006010714316931062	7.255726039573333e-05
0.652064631956912	0.9987686624595967	22	5	0.006349150070556451	0.0002513457229268304
0.659605026929982	0.9956903186085886	22	7	0.007486054229137977	0.00057590540045771
0.656852184320766	0.9906110512544251	22	9	0.009546636314833845	0.0027733583195812643
0.6536205864751645	0.9816838540865014	22	11	0.006159033072540327	0.0037764642593151655
0.6491921005385997	0.9686521984505668	22	13	0.00820894228580837	0.0037053963542697205
0.6514661879114303	0.95474834539018	22	15	0.003546506855781899	0.005237709566622591
0.6487133453022143	0.9391514032117388	22	17	0.009813022617723365	0.004217693071584772
0.6446439257929384	0.9246831871120005	22	19	0.004838152706500994	0.007225187724502135
0.659605026929982	1.0	25	1	0.005333879103568475	0.0
0.6488330341113105	0.9999486942691499	25	3	0.002555853561228326	7.255726039573333e-05
0.6580490724117295	0.9988199681904469	25	5	0.008252454422950665	0.00044134858483621466
0.656852184320766	0.99620337591709	25	7	0.007736379466758742	0.0009263490885674219
0.6549371633752245	0.9910214971012262	25	9	0.005767460827364115	0.002047092231620748
0.6527827648114901	0.9819403827407521	25	11	0.007434207135018323	0.0037917677321639676
0.6487133453022143	0.9669591093325125	25	13	0.005279891083210701	0.004088393989664268
0.6439257929383603	0.9548509568518803	25	15	0.004170257663718553	0.0038146078283189094
0.6490724117295033	0.9399209891744907	25	17	0.009887193981119525	0.006366460313407249
0.6467983243566726	0.9245805756503002	25	19	0.00924474997837346	0.004839629097850006
0.6582884500299222	1.0	28	1	0.00456389610172054	0.0
0.6502692998204668	1.0	28	3	0.0028874537598599526	0.0
0.6479952124476361	0.9991278025755478	28	5	0.004775568484323183	0.00026160892276400906
0.6479952124476361	0.9958955415319891	28	7	0.002877514130501795	0.000566690319490404
0.6530221424296828	0.990970191370376	28	9	0.006166006880857575	0.0011676985969668922
0.6536205864751645	0.980349905084398	28	11	0.009496988354220168	0.0031047386527950785
0.6490724117295033	0.9674721666410138	28	13	0.00521436766266714	0.004115346494311307
0.6503889886295632	0.9537735365040275	28	15	0.0075394450020459984	0.003853740076592014
0.6512268102932376	0.940382740752142	28	17	0.0035826761333562483	0.004568227241198923
0.6430879712746859	0.9276589195013084	28	19	0.008098254852920319	0.001950967455936761
0.6572112507480551	1.0	31	1	0.007236967783521684	0.0
0.6495511669658887	1.0	31	3	0.007399440582201649	0.0
0.6556552962298026	0.9991791083063978	31	5	0.0062673979468993914	0.00038393693363848323
0.6539796529024536	0.9959981529936894	31	7	0.00603924634903306	0.0011170048256671007
0.6473967684021544	0.9904571340618747	31	9	0.012084421374954898	0.002099150638292446
0.6495511669658887	0.9812734082397002	31	11	0.005856196204775653	0.0037160369323752766
0.6511071214841412	0.969062644297368	31	13	0.007669428770126041	0.0032089673738878214
0.6477558348294434	0.9537735365040275	31	15	0.007969872801717067	0.0053353026612716166
0.6512268102932376	0.9421784413318967	31	17	0.0069953987773560536	0.0047595571877519505
0.6453620586475165	0.9255040788056026	31	19	0.008189723707746763	0.005031624983816277
0.652064631956912	1.0	34	1	0.005301552265792988	0.0
0.6537402752842609	0.9999486942691499	34	3	0.011222700820807712	7.255726039573333e-05
0.6552962298025135	0.9990251911138475	34	5	0.007364509904447707	7.255726039573333e-05
0.6537402752842609	0.9969216561489919	34	7	0.0016670722055277273	0.0009815364255147962
0.6540993417115499	0.9908162741778258	34	9	0.002351511993343933	0.0018654413793748755
0.6519449431478157	0.9820942999333026	34	11	0.0030514778657048628	0.0026875585354694392
0.6529024536205865	0.9689600328356677	34	13	0.003642160156721247	0.004008419267277154
0.6512268102932376	0.9555692370837822	34	15	0.002786462412165838	0.0029801520150751688
0.6514661879114303	0.9425375814478477	34	17	0.008589287908083406	0.0023789488726837604
0.6487133453022143	0.9247344928428506	34	19	0.010072366199865615	0.004670230792765979
0.6484739676840215	1.0	37	1	0.0023270164087640607	0.0
0.6532615200478755	0.9999486942691499	37	3	0.0065578109069073754	7.255726039573333e-05
0.6491921005385997	0.9990251911138475	37	5	0.004513395005377578	7.255726039573333e-05
0.6525433871932974	0.9959468472628391	37	7	0.007086952169042494	0.0006199295045710728
0.6556552962298026	0.9915858601405777	37	9	0.00623990922692379	0.001831262459347878
0.651705565529623	0.9817864655482018	37	11	0.006931625247430401	0.0016969714646289196
0.648952722920407	0.9694217844133189	37	13	0.005672289939472318	0.004253118213752558
0.6461998803111909	0.956595351700785	37	15	0.008544138023973549	0.005349591256574643
0.6457211250748055	0.9411010209840439	37	17	0.004960953148070064	0.0046623333078185305
0.6497905445840814	0.9257606074598533	37	19	0.007038271898498684	0.0036625249186957613
0.6573309395571514	1.0	40	1	0.003735364819707302	0.0
0.6558946738479952	1.0	40	3	0.004272069011986759	0.0
