mean_test_score	mean_train_score	param_max_depth	param_min_samples_leaf	std_test_score	std_train_score
0.604312259602362	0.6054421768707483	1	1	0.0102724608891119	0.005317841597637734
0.5991657186196435	0.6017970328062966	1	5	0.0028105351570849426	0.0037908887967638754
0.6019285985156292	0.6048617399178101	1	10	0.0009320467270212505	0.003682477940239805
0.5980551492496885	0.6011933783752409	1	15	0.006509803923428134	0.0021611593887076955
0.6037705184462864	0.6047688700053401	1	20	0.003792961929511758	0.0003233820500379288
0.6016577279375914	0.6020756425437069	1	25	0.002247083282079859	0.0015783616624120153
0.5965382740126768	0.5970954934874974	1	30	0.004131286941163225	0.005267937831185074
0.5998699821225418	0.602365861020176	1	35	0.0028898222140293244	0.004374384836444187
0.5990031962728208	0.6018666852406491	1	40	0.0061781060217197805	0.0013400930464315746
0.6334850208570345	0.6561723665575445	5	1	0.0007094534294224552	0.00161415749258899
0.6338100655506799	0.6576582851570663	5	5	0.003676463202586621	0.0018898371154171345
0.6354894631345144	0.6573332404634209	5	10	0.0020475379152678115	0.0019970405529394514
0.6338913267240912	0.6549998839126094	5	15	0.0031987968889397585	0.00247394186435842
0.6344330678801668	0.6546748392189641	5	20	0.004047498964050652	0.0014765476433093744
0.6344059808223631	0.6550811450860207	5	25	0.0027827255748118147	0.0028219982698172133
0.6326182350073135	0.6535371827912052	5	30	0.0018255149732373625	0.0014095896762703903
0.6341080231865215	0.6555687121264887	5	35	0.004122397472367214	0.0024826965132857086
0.6327536702963324	0.6528290497086207	5	40	0.004323080847989622	0.0013814887233463344
0.6709193347418604	0.8151424392282509	10	1	0.004148478188217506	0.0008377617679027189
0.6690232406955956	0.7953495391330594	10	5	0.003161884683624851	0.0008064523430130982
0.6660436643371797	0.7796545239256112	10	10	0.002960059002952094	0.0024190227944546733
0.6665312313776478	0.7691718325555478	10	15	0.0018319343863601482	0.00152309133905625
0.6621973021290427	0.7579810081028998	10	20	0.0030194476832664063	0.000722358393633949
0.662170215071239	0.7521882473125769	10	25	0.0011875134198376315	0.0020818842182872385
0.6635787420770356	0.7460240068723736	10	30	0.00443897295099877	0.002197887198327095
0.6613305162793217	0.7402312460820505	10	35	0.0012699179987790547	0.0010105605717452798
0.6610325586434801	0.7373406700564185	10	40	0.0035273548364875124	0.0005687097450217406
0.7018798418115825	0.9694341900582759	15	1	0.004075139595932107	0.0001566104520817973
0.697356303158351	0.943709224304056	15	5	0.002351743222400792	0.0014522527922728847
0.6927515033317081	0.9089294420840007	15	10	0.0030671832285286238	0.001489270470153842
0.6873611788287556	0.8808362935617934	15	15	0.0038518900997836277	0.0008607705840085813
0.6821875507882333	0.855923939541687	15	20	0.00440162605686681	0.002303274467338074
0.6816999837477653	0.835701516101321	15	25	0.0035427137945593335	0.0017598634002350788
0.6785849721003304	0.8203547630656359	15	30	0.0035217342138024873	0.0006498820553169686
0.6752261769326616	0.8061340577186505	15	35	0.002116260359133708	0.0007799483193908483
0.6750365675280351	0.7936894894476563	15	40	0.0033088368391845304	0.002587629339848964
0.7109269191180454	0.9988739523113	20	1	0.0028632954823070685	7.156107361067379e-05
0.711224876753887	0.9903647465812263	20	5	0.0024035853027227026	0.0002761806610798629
0.7016089712335446	0.960692809547027	20	10	0.0037438978369729583	0.001956546124402374
0.6981960019502682	0.9238350630354532	20	15	0.003323439600294574	0.002390611172491535
0.6915596727883417	0.8928397297485547	20	20	0.0044520115492181905	0.001888981210882576
0.6852754753778645	0.8654779317870492	20	25	0.0029284103693026785	0.0021150217803154745
0.6818354190367842	0.8432123702723411	20	30	0.0021605218703731627	0.0013301001218826993
0.679505932065659	0.8259850015091361	20	35	0.002529124838883438	0.0017529580369851276
0.6755241345685031	0.809744375565926	20	40	0.004603046800982984	0.002251077886911281
0.7105747873665963	1.0	25	1	0.003790833497704075	0.0
0.7099246979793055	0.9970281628009565	25	5	0.0014235531007607144	0.00011838637397769781
0.7042093287827076	0.9715701980450883	25	10	0.001927563451395757	0.0004760998503496434
0.6993607454358307	0.9350955399224535	25	15	0.003029151862819048	0.0008287046178437758
0.6918576304241834	0.8997121032713427	25	20	0.0034749644303588957	0.0029146490023547206
0.6895281434530581	0.8710501265352558	25	25	0.004689895459661277	0.001458364448702346
0.6840565577766943	0.8472057765085556	25	30	0.0026331629686363856	0.0013501118241097832
0.6792892356032287	0.8277495298460681	25	35	0.0029226420736754846	0.0009952420537880575
0.6761471368979901	0.8124143855494417	25	40	0.0030760213590288353	0.0009385146818698226
0.7116582696787475	1.0	30	1	0.002720597980278393	0.0
0.7109269191180454	0.997596991014836	30	5	0.0017049791409996487	0.00012394741533783223
0.7046968958231757	0.9738339021615472	30	10	0.0031113586411630973	0.0009585472988016621
0.698331437239287	0.9349910612709248	30	15	0.003400262004895127	0.0016176601892777416
0.6944309009155426	0.9005479324835738	30	20	0.0035547055067072786	0.003032659490725371
0.6875507882333821	0.8703768196698475	30	25	0.00443053524670001	0.0006842266039001314
0.683352294273796	0.8476701260709062	30	30	0.003871270323253854	0.001987841915836237
0.6794246708922477	0.8273200065008939	30	35	0.0031035669510596476	0.0024468292040753406
0.6747386098921935	0.8123679505932065	30	40	0.00373997629212703	0.0012092049555385077
