mean_test_score	mean_train_score	param_max_depth	param_min_samples_leaf	std_test_score	std_train_score
0.6952933985330073	0.919811320754717	10	1	0.00953819470313403	0.003084015276713777
0.6968215158924206	0.9175838574423479	10	2	0.008043570066484084	0.0022415491649818604
0.6895884270578647	0.9081498951781971	10	3	0.013462088528937249	0.0012971036342520551
0.6929502852485737	0.8997204751921734	10	4	0.012407794374657733	0.003213656907607861
0.6932559087204564	0.8942173305380853	10	5	0.008616679076524214	0.003397176184945836
0.7039527302363489	0.9847571628232005	13	1	0.012688180502803808	0.0005892180976254176
0.7005908720456397	0.9804769392033542	13	2	0.008830820266002187	0.0010857619579538937
0.7004889975550123	0.9743186582809225	13	3	0.008031949203108032	0.0018281315108714744
0.6999796251018745	0.9686408106219426	13	4	0.008236097364061825	0.0009882694356205765
0.6994702526487367	0.961259608665269	13	5	0.009888649875606956	0.0006268649587005407
0.7107783211083945	0.9974231306778476	16	1	0.010304945897637951	0.0007282203005124246
0.7076202118989405	0.996636967155835	16	2	0.008616679076524235	0.0005055833727633566
0.7067033414832926	0.9937980433263451	16	3	0.010088146832255214	0.0008309878402533095
0.7062958435207825	0.9887753319357092	16	4	0.011680522336643103	0.001143937880303016
0.7026283618581907	0.9828354297693919	16	5	0.01210464449564311	0.0014030728864613028
0.710880195599022	0.9998689727463312	19	1	0.01029184489027063	0.00010698330462889111
0.7094539527302364	0.9993011879804333	19	2	0.00626507410819959	0.00040503225434553524
0.7112876935615322	0.9984713487071978	19	3	0.007789235881668843	0.00030883419863148243
0.7050733496332519	0.9945842068483577	19	4	0.009725679694264569	0.0006878064180653497
0.7082314588427058	0.989474143955276	19	5	0.009681829152825354	0.0007885862196570556
0.710676446617767	1.0	22	1	0.009575118286478567	0.0
0.7084352078239609	1.0	22	2	0.011281881173518433	0.0
0.7076202118989405	0.9993011879804333	22	3	0.009149440961417177	0.0002692354124287543
0.7055827220863896	0.9964185883997204	22	4	0.012512742346409362	0.00022270350775649038
0.7027302363488183	0.9921383647798742	22	5	0.009681829152825353	0.0004902590915584625
0.7092502037489813	1.0	25	1	0.005330674593297114	0.0
0.7116951915240424	1.0	25	2	0.008851949468715741	0.0
0.7063977180114099	0.9992138364779874	25	3	0.01142539557876859	0.00018530051917885809
0.706601466992665	0.9968116701607267	25	4	0.009969135959841101	0.00037571301830198814
0.7057864710676447	0.9908717679944096	25	5	0.006743752715336317	0.0012024720386037487
0.7138345558272209	1.0	28	1	0.007357567271910276	0.0
0.7116951915240424	1.0	28	2	0.0040571124188549055	0.0
0.707722086389568	0.9993011879804333	28	3	0.008932481750930315	0.0002692354124287543
0.7093520782396088	0.9965496156533892	28	4	0.0071588125879221455	0.0007282203005124246
0.7041564792176039	0.9907844164919637	28	5	0.005518175453932733	0.0002470673589051441
0.7122045639771801	1.0	31	1	0.010149685508921676	0.0
0.7080277098614507	1.0	31	2	0.009575118286478584	0.0
0.7095558272208639	0.9994322152341021	31	3	0.008738670054607729	0.0001634196971861377
0.7082314588427058	0.9969863731656184	31	4	0.010301924066998466	0.0006681105232694711
0.7095558272208639	0.9919199860237596	31	5	0.008605832144231008	0.00043236787808404326
0.7161776691116545	1.0	34	1	0.008573209005692431	0.0
0.7086389568052159	1.0	34	2	0.007310870056238439	0.0
0.7110839445802771	0.999475890985325	34	3	0.010186430266906058	0.00021396660925778222
0.7075183374083129	0.9968990216631726	34	4	0.009131273773552008	0.0002470673589051441
0.7091483292583537	0.9909154437456325	34	5	0.009224002399686404	0.0007123299454183923
0.7134270578647107	1.0	37	1	0.0059542132013864595	0.0
0.7124083129584352	1.0	37	2	0.005899931636336711	0.0
0.7075183374083129	0.9992575122292103	37	3	0.009293500058517102	6.176683972628603e-05
0.7055827220863896	0.9962438853948288	37	4	0.008048729509007195	0.00040503225434553524
0.706601466992665	0.9912648497554158	37	5	0.010669134035522476	0.0005489956800304021
0.7136308068459658	1.0	40	1	0.004984567979920551	0.0
0.7079258353708231	1.0	40	2	0.011110392901799628	0.0
0.703239608801956	0.999475890985325	40	3	0.0065406279214647416	0.00010698330462889111
0.7075183374083129	0.99611285814116	40	4	0.003961332945237067	0.0002692354124287543
0.7059902200488998	0.990609713487072	40	5	0.010071673015454786	0.0007123299454183923
